Department_ID,Employee_ID,First_Name,Last_Name,Age,Gender,Department,Salary,Experience_Years,City,State,Country,Email,Phone,Joining_Date,Manager_Name,Performance_Score,Project_Count,Bonus,Work_Mode,Status
DPT02758,138,Steven,Mckinney,50,Female,Support,124853,24,Port Lisabury,New York,Australia,misty79@example.com,001-824-808-7027x352,05-05-2024,David Perry,7,13,42591,Office,Inactive
DPT02524,139,Michael,Garcia,21,Male,Operations,59590,1,Lake Garybury,Nebraska,Papua New Guinea,ilewis@example.com,206-743-7141x678,14-05-2017,Andrew Weaver,8,2,18670,Remote,Inactive
DPT00918,140,Evan,Jones,30,Female,HR,46512,27,Port Anthony,California,Bulgaria,jcarter@example.org,(366)922-0381,11-03-2023,Ashley Mcfarland,2,5,38751,Hybrid,Inactive
DPT00801,141,Valerie,Joseph,60,Female,Admin,54127,1,Langfort,Nevada,Wallis and Futuna,robertparker@example.net,001-518-909-5911,08-04-2018,Deanna Roth,1,1,5116,Hybrid,Active
DPT04951,142,Joshua,Peters,42,Male,IT,115326,1,Greenton,Nevada,Reunion,wscott@example.com,491.951.6068x5185,07-03-2026,Thomas Porter,2,16,31064,Remote,Inactive
DPT01690,143,Danielle,Arellano,40,Male,Operations,51914,10,Lambertchester,Delaware,Togo,nmullins@example.org,+1-814-777-4714x008,17-08-2016,Raymond Gilbert,4,8,11637,Hybrid,Active
DPT01593,144,Angela,Castro,55,Female,HR,35177,15,Kempfort,Pennsylvania,Czech Republic,emily12@example.net,+1-516-215-4322x275,23-07-2017,Travis Hinton,2,8,28215,Hybrid,Active
DPT01338,145,Dennis,White,50,Male,Operations,114028,27,Woodwardfurt,Oklahoma,Sweden,jacksonanna@example.net,(729)663-8197,22-09-2024,Tammy Parker,3,2,43255,Remote,Inactive
DPT01873,146,Adam,Ingram,40,Male,Marketing,132900,10,Port Victoria,New Mexico,Comoros,mrodriguez@example.net,(935)330-3079,20-12-2020,Jennifer Lopez,6,12,19091,Remote,Inactive
DPT01455,147,Megan,Martin,48,Male,Legal,148124,14,North Brittanyberg,Pennsylvania,Bosnia and Herzegovina,melissafoley@example.org,935.893.6190,29-11-2025,Amy Garrett,1,8,26005,Remote,Active
DPT00581,148,Craig,Fields,34,Female,Engineering,128160,17,North Laura,Connecticut,China,crystal73@example.com,001-967-795-6899,12-10-2018,Claudia Nelson,8,10,9122,Office,Active
DPT04662,149,Lisa,Wright,39,Male,Finance,42887,13,Johnsonberg,Hawaii,Zimbabwe,lucaschristensen@example.org,323-470-0474,14-07-2020,Michael Carter,5,18,5598,Office,Active
DPT01379,150,Sarah,Lee,46,Female,Operations,40329,19,South Bethanyville,Iowa,Tuvalu,ncarr@example.net,001-719-508-1999x54710,17-01-2026,Richard Cox,5,19,10105,Office,Inactive
DPT02505,151,Lisa,Bennett,53,Male,HR,142596,5,Lake Nicholasfurt,Idaho,Mali,shawnfriedman@example.org,(868)847-8488,01-04-2025,Rebecca Wilcox,2,8,38559,Office,Inactive
DPT04107,152,Todd,Gardner,45,Male,Engineering,39148,2,Brownmouth,Illinois,Holy See (Vatican City State),wgolden@example.net,001-483-740-9933,19-11-2021,Jared Guerrero,7,19,15093,Hybrid,Active
DPT04703,153,Maria,Wilson,40,Male,Sales,92696,30,Danielberg,Alabama,Spain,roselarry@example.org,661.489.8284x94793,02-02-2018,Richard Lam,8,1,11404,Remote,Active
DPT00164,154,Priscilla,Cortez,53,Female,Engineering,37113,10,East Kathy,Florida,Estonia,kimblair@example.com,449-642-9088,29-12-2022,Justin Sanchez,9,7,10923,Office,Active
DPT00350,155,Laura,Cooper,45,Female,Operations,81737,28,Lopezville,Washington,Liberia,utrujillo@example.net,001-495-544-1960x81179,21-10-2022,Samantha Alvarado,6,13,12073,Remote,Inactive
DPT04424,156,Carly,Johnson,43,Female,IT,74027,20,Nathanielton,Maine,Japan,wrusso@example.org,(906)347-7160,20-09-2020,Amber Martin,3,4,16561,Office,Inactive
DPT03546,157,Donna,Fowler,48,Female,Admin,54089,13,West Charlesfurt,Oklahoma,Denmark,tanya84@example.com,711-579-9437,06-04-2017,David Wagner,5,5,11944,Remote,Active
DPT02662,158,Ryan,Marshall,28,Male,Legal,111225,20,East Megan,Nevada,Croatia,jason76@example.net,409.422.0525x3882,10-02-2020,Benjamin Morgan,1,9,6679,Remote,Active
DPT03216,159,Mary,Harris,34,Female,Operations,41407,20,Lake Christy,Missouri,Sudan,ipacheco@example.org,001-443-912-4855x9579,16-02-2024,Justin Johnston,4,2,15830,Office,Inactive
DPT01026,160,Linda,Terry,52,Male,Admin,33151,29,Tammyton,Delaware,Martinique,lindsay47@example.com,534-324-3221x55575,24-12-2017,Miranda Dalton,6,14,46734,Remote,Active
DPT02336,161,Alisha,Hernandez,47,Female,IT,118813,24,Sarachester,Missouri,Faroe Islands,obrown@example.org,-9974,19-06-2024,Robert Robinson,2,11,38105,Hybrid,Active
DPT00958,162,Julia,Miller,51,Female,HR,106917,9,South Bobbystad,Tennessee,Gambia,kelseybryant@example.net,001-446-983-0222,01-07-2024,Miguel Mosley,5,11,37987,Remote,Active
DPT03455,163,Jennifer,Smith,25,Female,Finance,105525,8,Whitakerstad,Arkansas,Canada,larsonerica@example.net,001-520-229-0998x852,12-01-2022,Don Barrett,4,10,9932,Office,Inactive
DPT01455,164,Laura,Wood,31,Female,Marketing,78338,27,Ericberg,Colorado,Gambia,bakerbrian@example.org,(709)276-7660x487,20-03-2025,Cheryl Morgan,2,15,24039,Remote,Active
DPT03421,165,Alicia,Moore,58,Male,HR,126283,16,South Caroline,Missouri,Azerbaijan,rvaughn@example.org,001-569-937-3078x77105,18-08-2016,Rebecca Harris,1,8,36256,Office,Active
DPT04164,166,Brandon,Mitchell,33,Male,Legal,65751,7,South Dianeburgh,Wisconsin,Japan,randyterry@example.net,767.417.0184,23-10-2018,Heidi Krueger,5,17,38384,Office,Active
DPT01245,167,Alexis,Salazar,25,Female,Engineering,141585,14,South Thomas,Louisiana,Guam,irowe@example.com,9169156199,20-02-2020,Lucas Green,5,20,30143,Remote,Inactive
DPT03741,168,Jesus,Harris,56,Female,Admin,47293,21,East Yolanda,South Carolina,Canada,robertjones@example.org,967-930-7459,18-08-2018,Kenneth Bond,9,4,24129,Remote,Inactive
DPT00122,169,Laura,Gray,30,Male,Admin,94484,11,Michellehaven,Virginia,Czech Republic,ricenathan@example.com,(434)879-2545x430,30-01-2021,Darryl Brown,9,20,26836,Remote,Inactive
DPT01458,170,Amy,Newton,53,Male,HR,34477,1,Danielfort,Utah,Nigeria,morgancharles@example.com,(882)730-1603x39377,22-04-2018,Jackson Fleming,5,14,9707,Remote,Active
DPT03813,171,Kaitlyn,Davis,60,Female,Operations,144714,15,Kylefort,New York,Brazil,xtrevino@example.com,(844)829-0552,23-08-2020,Matthew Lewis,5,2,15067,Remote,Active
DPT01651,172,Diane,Deleon,49,Male,Engineering,83186,14,Jonesmouth,Florida,Chad,butlerkayla@example.org,001-996-288-8561x7256,22-11-2024,Elizabeth Ramirez,6,13,25693,Remote,Active
DPT04073,173,Kimberly,Hudson,50,Male,Operations,118503,26,North Cameronmouth,Oklahoma,Barbados,jacob75@example.com,(651)305-6946x5519,01-08-2021,Justin Robinson,9,20,5753,Remote,Inactive
DPT00772,174,Christina,Grant,32,Female,Support,52832,6,South Samanthaport,Maine,Ghana,kimberly30@example.com,6047781520,25-04-2018,Zoe Montgomery,2,5,18722,Remote,Active
DPT01744,175,Garrett,Douglas,42,Male,Support,142985,13,Nelsonborough,Pennsylvania,Sri Lanka,rwoodard@example.com,686-453-0459x951,17-11-2017,Jessica Brown,4,14,27280,Hybrid,Inactive
DPT00732,176,Renee,Walton,48,Male,Sales,130605,2,Juliachester,North Carolina,Bahrain,gonzalessara@example.org,(619)959-4115,02-03-2025,Kathryn Stephens,1,5,25699,Hybrid,Active
DPT04731,177,Heather,Miles,28,Female,Support,118445,26,East Jennyport,Oregon,Sudan,moraalicia@example.com,-3710,02-11-2018,Stacey Bean,1,10,47172,Remote,Inactive
DPT01683,178,Shelby,Acevedo,45,Male,Sales,90102,29,New Kenneth,Ohio,Belarus,william15@example.net,001-571-717-5047x648,21-11-2023,Arthur Conner,6,16,36628,Remote,Active
DPT04266,179,Stephen,Bryant,60,Male,Support,83404,23,Andrewview,New York,Congo,lozanoedwin@example.org,(420)761-6623x3283,06-09-2025,Jonathan Vargas,8,14,42402,Remote,Active
DPT04685,180,Isaac,Jones,38,Female,Legal,116025,22,Timothyport,New Jersey,Morocco,markrichard@example.net,001-980-400-7161x158,07-04-2017,Terry Barrett,3,7,43671,Hybrid,Inactive
DPT04528,181,Randy,Gonzalez,53,Male,Finance,79187,30,North Jilliantown,Idaho,Cayman Islands,leahjordan@example.org,900-888-4936,08-09-2022,Jimmy Rodgers,9,9,30064,Office,Active
DPT01211,182,James,Gallegos,38,Female,Sales,78259,13,Lake Kimberly,Florida,Cameroon,kendrahayes@example.org,4395482103,13-05-2017,John Bush,10,16,45657,Remote,Active
DPT03125,183,Jennifer,Hunt,24,Male,Admin,131027,20,West Wendy,Oregon,Turkmenistan,rreese@example.org,001-933-596-0192x99913,23-01-2017,Elizabeth Cooley,3,13,19047,Remote,Active
DPT02788,184,Jonathan,Cooper,56,Female,IT,52517,16,East Stephanieburgh,New Mexico,Kiribati,princerobin@example.net,688.983.3285x2501,23-04-2021,Erica Jacobs,6,20,30349,Remote,Inactive
DPT03285,185,Carla,Hendricks,51,Female,Engineering,118009,23,Port Crystal,Wyoming,Falkland Islands (Malvinas),marymendoza@example.com,+1-797-943-5683x6669,28-01-2021,Dr. Tonya Buchanan,8,15,29203,Remote,Inactive
DPT01172,186,Kimberly,Guzman,34,Male,Support,114385,12,North Alexandershire,Rhode Island,United Arab Emirates,pwalton@example.net,+1-208-911-3180x335,29-08-2025,Paul Davis Jr.,4,1,36450,Hybrid,Inactive
DPT00933,187,Brett,Johnson,27,Male,Operations,112519,29,Schneiderview,Washington,Kazakhstan,johnstoncatherine@example.org,756-589-5441x82701,27-10-2017,Dawn Matthews,7,17,15455,Office,Inactive
DPT04948,188,Deborah,Johnson,60,Female,Marketing,63095,19,Jamieside,Pennsylvania,Peru,mercadojulian@example.com,001-225-354-9963,02-03-2024,Jason Baker,9,16,33062,Office,Active
DPT00211,189,Holly,Carlson,22,Male,Admin,127462,19,Port Jessica,Wisconsin,Cuba,eholt@example.org,-5875,30-12-2022,Jon Bautista,1,14,20645,Hybrid,Inactive
DPT02398,190,Deborah,Larson,47,Male,Support,136971,19,Hartmanborough,Virginia,Mozambique,brennancollin@example.com,714.478.9398x210,30-07-2019,Caleb Green,3,2,48787,Hybrid,Active
DPT01668,191,Gail,Brown,32,Male,HR,143041,4,Hernandezhaven,New York,Marshall Islands,richard54@example.net,5626103116,04-06-2020,Randall Jones,4,9,31497,Office,Active
DPT01613,192,Craig,Graham,45,Female,Marketing,57833,13,Erinborough,New York,Guam,nguyenchristopher@example.com,001-333-850-4506,06-01-2024,Charles Miller,10,17,25293,Hybrid,Inactive
DPT00083,193,Patrick,Becker,25,Female,IT,103803,9,South Haydenbury,Vermont,Saint Barthelemy,portermelissa@example.net,6445273908,26-02-2018,David Simmons,5,20,22805,Office,Inactive
DPT03851,194,James,Estes,50,Female,Engineering,57936,20,Luketon,Oregon,New Caledonia,kayla48@example.com,001-206-237-8874x51941,11-06-2017,Amy Martin,4,19,11793,Office,Inactive
DPT03837,195,Jessica,Villegas,23,Female,IT,100851,24,West Angelaport,Texas,Azerbaijan,arthur12@example.com,8397828579,18-12-2024,Leslie Brown,8,11,8094,Hybrid,Inactive
DPT02868,196,Shelby,Mclaughlin,35,Male,Admin,100397,19,North Julie,Alabama,Kiribati,ereyes@example.com,(239)767-5275x5588,22-02-2020,Rebecca Davidson,5,4,18622,Hybrid,Active
DPT02505,197,Donald,West,58,Male,Sales,100550,1,Tiffanyfurt,West Virginia,Netherlands,jeffreycarroll@example.net,251.858.0637,05-02-2023,Gregory Anderson,4,6,27818,Hybrid,Active
DPT00798,198,Noah,Nichols,34,Female,Operations,48808,14,West Pamelashire,New Mexico,Anguilla,savannah37@example.net,+1-655-463-1772x3064,02-04-2026,Brian Reynolds,4,19,23311,Remote,Inactive
DPT04693,199,Jose,Pruitt,30,Female,Support,53890,11,Jenniferview,Alaska,Saint Barthelemy,jbeasley@example.com,574-418-6647,07-06-2018,Ryan Mason,9,17,22619,Hybrid,Inactive
DPT04609,200,Kevin,Aguirre,22,Male,Admin,82223,21,Bernardstad,Georgia,Central African Republic,zleon@example.com,404-215-9064x08554,31-01-2024,Jasmine Boyd,8,4,37237,Remote,Inactive
DPT02203,201,Taylor,Gonzalez,41,Female,IT,117566,24,Jenningsmouth,Massachusetts,Papua New Guinea,michaelleblanc@example.net,257-385-6210x352,25-02-2017,Aaron Oconnor,6,16,17601,Office,Active
DPT03825,202,Matthew,Stone,25,Female,IT,95033,21,New Jeffreyburgh,Montana,Mali,agonzales@example.org,426-259-0425,10-06-2024,Brandon Wyatt,2,5,22687,Office,Inactive
DPT00017,203,Peter,Perez,37,Male,IT,99375,18,Port Victoria,Alaska,Reunion,michael02@example.com,3243472757,11-08-2023,Sandy Parker,9,2,33973,Remote,Inactive
DPT00555,204,Chelsea,Williams,53,Female,Marketing,126399,4,Bryantborough,Wisconsin,Tunisia,iblackburn@example.org,(776)888-8116,04-03-2025,William Jenkins,9,14,44988,Remote,Inactive
DPT01327,205,Kirk,Smith,56,Male,Sales,120443,13,East Michelle,Delaware,Saint Vincent and the Grenadines,gbrown@example.net,+1-840-461-9507x336,17-02-2019,Trevor Moran,1,4,26552,Hybrid,Inactive
DPT04365,206,Amy,Cooley,36,Male,Operations,93453,10,Rebeccaside,Ohio,Cambodia,christopherrichardson@example.net,+1-382-860-3254x55695,27-12-2020,Donald Jones,10,3,23449,Office,Active
DPT03305,207,Wendy,Hernandez,33,Female,Operations,99985,11,Lancechester,Louisiana,Tanzania,riverawayne@example.com,757.311.1507x6774,13-10-2023,Anthony Fisher,2,19,45700,Remote,Active
DPT03240,208,Connie,Simpson,24,Female,Legal,109262,22,East Jean,Minnesota,Italy,hsmith@example.net,4105734141,06-07-2023,Dawn Aguirre,10,4,28081,Hybrid,Active
DPT00938,209,Rebecca,Clarke,50,Male,Marketing,125790,29,Lake Bryan,Texas,Cocos (Keeling) Islands,denisesmith@example.org,(216)377-5350,03-04-2026,Terri Chen,5,17,36559,Hybrid,Active
DPT04618,210,Debbie,Cruz,50,Male,Admin,125802,28,Port Megan,South Dakota,Finland,peggybradley@example.org,+1-802-388-0963x5714,11-02-2026,Elaine Jenkins,10,5,17884,Office,Inactive
DPT02935,211,Olivia,Davis,23,Female,Operations,134250,11,Seanland,Pennsylvania,Uruguay,garciaamanda@example.org,6745801104,14-03-2018,Anthony King,4,14,9308,Hybrid,Inactive
DPT04389,212,Mary,White,45,Male,Sales,73934,22,Patrickbury,Illinois,Nepal,sharon81@example.net,(876)828-5398x4217,30-12-2025,Steven Espinoza,2,2,43632,Remote,Active
DPT04359,213,John,Harris,24,Male,Marketing,91943,19,Kellytown,West Virginia,Timor-Leste,gallen@example.org,359-456-1700,04-12-2021,Justin Vasquez,6,1,15355,Hybrid,Active
DPT03897,214,Travis,Reid,53,Male,Legal,111398,21,Knightside,Kentucky,Mayotte,cindyflores@example.org,001-293-688-7458x131,09-11-2017,Thomas Bradley,8,10,17508,Remote,Inactive
DPT03663,215,Shannon,Guzman,41,Male,IT,85109,12,Lake Robertaville,New Jersey,Saint Kitts and Nevis,hholland@example.com,(726)449-2660x452,21-05-2022,Rebecca Walton,5,16,47731,Hybrid,Active
DPT01921,216,Robert,Martinez,44,Female,Finance,137854,14,Markmouth,Rhode Island,Tunisia,nicholsalyssa@example.org,735.886.4573x65238,02-10-2022,Victor Scott,1,19,10972,Office,Active
DPT02939,217,Heather,Richard,23,Male,IT,114748,15,Patriciahaven,New Jersey,Sao Tome and Principe,tgregory@example.net,482.474.4565x0241,18-01-2019,Mark Perkins,3,13,20304,Office,Inactive
DPT02370,218,Thomas,Parrish,36,Male,Admin,31656,30,North Raymond,Delaware,Australia,nelsonadriana@example.net,(295)882-5713x30774,02-10-2018,Jonathan Bowman,3,16,6613,Office,Active
DPT01524,219,Michael,Smith,47,Female,Support,55776,6,Thompsonburgh,Maryland,Bermuda,jefferyclark@example.org,-5227,25-07-2024,Julie Cooper,6,15,48295,Hybrid,Active
DPT04864,220,Mark,Ford,56,Male,Legal,85980,21,Lake Mauricestad,Hawaii,Saint Barthelemy,bowmandeanna@example.com,+1-367-263-6155x07532,05-08-2020,Elizabeth Anderson,2,10,13833,Office,Active
DPT00925,221,Jessica,Graham,46,Male,Admin,31089,16,Amandafort,Hawaii,Niue,theresathomas@example.net,508-304-3149x6859,07-08-2018,Paul Roberts,7,14,27528,Remote,Active
DPT01404,222,Eileen,Carr,30,Female,Marketing,106051,11,Josephside,Rhode Island,Congo,fberry@example.org,(538)428-8439x1223,22-03-2023,Michael Wright,5,15,8786,Hybrid,Active
DPT02494,223,Stephanie,Kirby,59,Female,IT,96233,23,Vanessaville,Florida,Ecuador,ralphbrown@example.com,(921)298-4431x8487,13-09-2018,Timothy White,3,6,39310,Office,Inactive
DPT02874,224,Megan,Aguilar,37,Female,Admin,35532,6,Lake Angela,Delaware,Switzerland,fwatson@example.net,(485)579-7233x784,11-08-2022,Alejandra Haas,4,10,27528,Hybrid,Active
DPT01087,225,Christian,Parker,37,Male,Operations,37091,13,Deborahfort,Iowa,Algeria,hicksjennifer@example.net,001-533-675-7972x652,07-09-2020,Melanie Strickland,6,16,10917,Hybrid,Inactive
DPT03516,226,Melissa,Vasquez,29,Female,Engineering,125490,19,Butlermouth,Montana,Swaziland,watsonsylvia@example.com,8679069165,12-06-2019,Sally Paul,1,18,32108,Office,Active
DPT02855,227,Benjamin,Nguyen,28,Female,Support,131193,23,Sandersside,New Hampshire,Wallis and Futuna,johnsonsuzanne@example.net,628.395.4211,04-06-2024,Richard Russell,6,20,15927,Hybrid,Active
DPT01221,228,Lori,Fischer,30,Female,Legal,128245,4,Joseville,Nebraska,Tonga,andersonmonica@example.org,001-620-431-4201,11-07-2022,Daniel Morris,2,15,16171,Office,Inactive
DPT01711,229,David,Jackson,40,Female,HR,101492,9,Natalieshire,Pennsylvania,Vanuatu,melissasummers@example.com,(262)657-7042x611,14-04-2026,Katherine Davis,6,8,24131,Hybrid,Active
DPT04337,230,Jim,White,22,Female,Support,136952,18,Clementsside,New York,Malta,micheleparsons@example.net,(761)277-5770x198,24-07-2019,Robert Lawson,3,19,21015,Remote,Active
DPT04218,231,Randy,Young,27,Male,Operations,75121,14,West Kaylaview,Mississippi,Hong Kong,nathan83@example.com,(526)570-0565x1780,14-12-2019,Barbara Paul,5,9,38486,Office,Active
DPT02705,232,Jamie,Vargas,27,Male,Legal,73551,9,Nunezland,Tennessee,Cyprus,ojackson@example.com,251-463-9861,30-06-2017,Chase Holland,1,6,40549,Office,Inactive
DPT00542,233,Shannon,Charles,32,Male,Finance,87681,19,West Jamiefort,California,Barbados,martinezkathryn@example.com,499.599.3431x0554,23-04-2020,Kimberly Hernandez,5,17,35694,Office,Inactive
DPT03579,234,Jessica,Long,22,Female,Operations,61010,11,South Morgan,West Virginia,Serbia,dickersonlarry@example.org,3257848889,21-08-2024,Justin Thomas,1,3,39894,Hybrid,Inactive
DPT02301,235,Justin,Carter,54,Female,Sales,149396,17,Bryanborough,New Mexico,Paraguay,stokesjames@example.com,431.498.4377x795,23-08-2016,Victor Lee,8,3,22891,Hybrid,Inactive
DPT03179,236,Samuel,Mann,35,Female,Support,35060,9,South Robert,Alabama,Micronesia,zsmith@example.net,667.206.8979x191,08-03-2026,Jessica Sanchez,7,7,6381,Office,Inactive
DPT02531,237,Robert,Owens,37,Male,HR,42579,1,Williamstad,Delaware,Mauritania,mackjessica@example.org,001-768-267-8176,02-01-2018,Robert Mcdaniel,6,9,22082,Hybrid,Active
DPT03988,238,Philip,Horn,40,Male,Sales,63525,28,Anahaven,New Jersey,Latvia,xsmith@example.net,411.488.5046,22-12-2024,Shaun Chavez MD,5,8,46376,Hybrid,Inactive
DPT02984,239,Brenda,Parker,45,Female,Sales,55055,5,East Rebecca,Oregon,Svalbard & Jan Mayen Islands,wilsoncory@example.org,3116243127,15-11-2019,John Wilkins II,1,9,10769,Remote,Inactive
DPT01923,240,Rickey,King,34,Male,Operations,48135,11,Whitneyfort,New York,Eritrea,robertsonsandra@example.net,627.488.7809x654,15-11-2017,Debbie Sanchez,4,7,38735,Remote,Inactive
DPT01926,241,Rachel,Brown,43,Female,Operations,95325,4,New Benjamin,Nevada,New Zealand,adavis@example.com,962-479-5018,03-06-2020,Kelli Mullen,2,9,32090,Hybrid,Active
DPT04273,242,Curtis,Nielsen,44,Male,Marketing,82298,14,Lake Carlos,Texas,Turkey,michael11@example.net,230.987.1619,10-05-2019,Andrew Cook,8,11,10627,Hybrid,Inactive
DPT03685,243,Nancy,Taylor,57,Female,HR,129395,28,Port Karenville,Illinois,Timor-Leste,taylorhill@example.org,001-201-523-7698,31-07-2017,Bryan Romero,6,4,43080,Hybrid,Inactive
DPT01557,244,Tanner,Moore,36,Male,Sales,85302,16,South Franklinfort,Maryland,Monaco,tannerrhonda@example.net,876.914.3198,28-07-2021,Ashley Yates,2,15,43011,Office,Active
DPT03686,245,Vickie,Romero,31,Male,HR,36515,22,South Gerald,Kentucky,Seychelles,amyhaley@example.net,001-313-546-5891,17-01-2025,Antonio Acosta,9,11,32478,Office,Active
DPT01937,246,Alexandra,Washington,57,Female,Finance,113210,8,Joannehaven,Kentucky,Bhutan,williamscassandra@example.com,494-492-5393,31-07-2021,Carrie Murphy,4,17,31262,Hybrid,Inactive
DPT03107,247,David,Miller,52,Female,Admin,110031,25,Heatherville,Rhode Island,Gambia,washingtonstephen@example.com,771-872-3472x1754,09-10-2019,Bradley Johnson,5,8,15260,Remote,Inactive
DPT04730,248,Kimberly,Landry,31,Male,Engineering,70714,9,East Katie,Pennsylvania,Turkey,melissa02@example.net,(419)605-0053,26-09-2017,Kenneth Brown,4,10,5521,Office,Active
DPT00188,249,Pamela,Hill,44,Female,HR,65909,30,West Jason,Alaska,United States Virgin Islands,angelanielsen@example.org,561.706.6623x87312,01-09-2020,Robert Sanford,8,18,6041,Remote,Inactive
DPT00915,250,Loretta,Griffith,29,Female,Legal,120977,18,Fowlermouth,Michigan,Burundi,joseortiz@example.net,(746)305-9551,18-10-2017,Tyler Oneill,4,13,22774,Office,Active
DPT02072,251,Stephanie,Smith,46,Female,Sales,130847,5,Port Mike,Vermont,Kiribati,hannahlee@example.net,001-961-587-1346x38615,14-11-2022,Samuel Martinez,7,13,17159,Hybrid,Inactive
DPT01098,252,Mark,Kelly,57,Female,Operations,146926,26,Melissaton,Arkansas,Eritrea,steventhomas@example.com,864.979.5158x3572,21-10-2024,Allison Wilson,10,15,40252,Hybrid,Active
DPT02815,253,Michael,Fleming,24,Female,HR,90622,5,East Sean,Florida,Belgium,pbrown@example.net,(776)222-4292x1910,22-12-2018,John Holt,8,6,33899,Remote,Inactive
